timestamp,ph,tds_ppm
2022-01-01,7.550032351745431,250.62456950204395
2022-01-03,7.527826995987711,325.4749328275754
2022-01-05,7.6031478726763515,339.51533368078265
2022-01-07,7.581916774633867,341.06792168418303
2022-01-09,7.536396640698579,342.6868282807878
2022-01-11,7.5834924998516335,242.69643916237558
2022-01-13,7.493597535565878,265.5593228837012
2022-01-15,7.56193370928336,398.94085747254684
2022-01-17,7.391078339597046,278.11164959691854
2022-01-19,7.555455888845869,344.4336412454676
2022-01-21,7.600262652792901,292.52249513336614
2022-01-23,7.39954778578917,323.1869095707026
2022-01-25,7.507774814848927,294.66983190905626
2022-01-27,7.406459623555596,342.46164618478576
2022-01-29,7.4210239955225825,325.47096469266796
2022-01-31,7.331260596734677,302.06840905423064
2022-02-02,7.616661158018095,307.27514751552667
2022-02-04,7.586647695451119,359.9930002024555
2022-02-06,7.507409997377213,300.7732803410515
2022-02-08,7.722624312034684,366.3812739875886
2022-02-10,7.398408064757853,454.34142866423105
2022-02-12,7.881559281509707,403.28883435323553
2022-02-14,7.392665506938629,378.0159477785216
2022-02-16,7.465073922006514,345.85774039310917
2022-02-18,7.367128232152081,271.73192722261405
2022-02-20,7.482643753252158,296.3905764667477
2022-02-22,7.552137158426048,400.5937465468636
2022-02-24,7.40970746028515,317.6917890977639
2022-02-26,7.693302896310755,321.3119483761932
2022-02-28,7.462667311938131,342.6560132753942
2022-03-02,7.494190886457911,2060.401810619995
2022-03-04,6.160816268790211,3051.6616070304776
2022-03-06,6.407082199237555,1724.1984648528442
2022-03-08,6.5363973153346135,2076.7734068283394
2022-03-10,6.718377611715008,2567.2398678797354
2022-03-12,6.740864614731598,2549.84419140863
2022-03-14,7.284292594722625,3200.8623689727324
2022-03-16,7.360478412473144,350.7149723801857
2022-03-18,7.181452186882809,352.85712128424586
2022-03-20,7.295266781040113,383.87783589235534
2022-03-22,7.392264824078567,354.3184156706824
2022-03-24,7.482000054892472,348.86984926171306
2022-03-26,7.483219478258796,378.8180142228068
2022-03-28,7.501492182766478,386.72791374230525
2022-03-30,7.3032709540044,354.1170600196558
2022-04-01,7.477860985768344,352.50634332757596
2022-04-03,7.295385999626525,318.010423113422
2022-04-05,7.33384847179101,314.8547105761741
2022-04-07,7.289138573068073,380.0479323814274
2022-04-09,7.248536591053371,367.07971480454
2022-04-11,7.586426342571813,367.4939698394181
2022-04-13,7.5300866743899455,360.516206251776
2022-04-15,7.5732947247398315,351.13016333535325
2022-04-17,7.432691879146756,377.13850793566587
2022-04-19,7.543316074072884,386.68638274366646
2022-04-21,7.1626015085467305,385.73115251038104
2022-04-23,7.556258046949916,345.2509156649156
2022-04-25,7.453362893743867,404.76174149910867
2022-04-27,7.520861359265487,358.42045957204795
2022-04-29,7.483798414100404,374.5770800053871
2022-05-01,4.362829534687689,2676.0385869869797
2022-05-03,5.70355239683648,2396.933908864353
2022-05-05,4.308192012206872,2521.9049650799825
2022-05-07,4.958489945484504,1654.213920825851
2022-05-09,5.544401633004499,2466.05399759024
2022-05-11,4.312497821703129,1946.5801635575065
2022-05-13,4.229169716782374,2075.226449356078
2022-05-15,4.239916349930641,1011.9391447380267
2022-05-17,5.018032383097654,1282.948224631345
2022-05-19,5.49855479135466,1946.8323894757498
2022-05-21,4.40388267371616,1011.7220098646455
2022-05-23,4.399376406527265,2308.7489325166553
2022-05-25,5.109674968079666,2496.108316191613
2022-05-27,4.574872961299078,2648.6884864601293
2022-05-29,7.482629473504235,251.66400428186608
2022-05-31,7.658782922421272,345.27218796847717
2022-06-02,7.404733039387973,391.98788887349235
2022-06-04,7.569033136238419,265.33284825397914
2022-06-06,7.7537135100626156,213.3296826803905
2022-06-08,7.537259741445428,315.99998657718936
2022-06-10,7.5139495463712365,250.92300164279374
2022-06-12,7.7745243721459705,331.9738772221416
2022-06-14,7.554069688154267,268.7188380884022
2022-06-16,7.765674253780835,254.72737243668877
2022-06-18,7.664344808669079,272.88169777017254
2022-06-20,7.548573302063524,310.3110704374475
2022-06-22,7.671953579589629,270.9031747697737
2022-06-24,7.648067427076906,260.1310118882518
2022-06-26,7.753132423150371,272.0467358808451
2022-06-28,7.517748169320247,229.1257926199646
2022-06-30,7.606180910017242,295.8812640917592
2022-07-02,7.690772648059304,248.5309362462036
2022-07-04,7.805622221245967,302.2351418253794
2022-07-06,7.546223120833373,350.3754083532297
2022-07-08,7.852546557235677,332.1219313173087
2022-07-10,7.769949315825562,343.6128229194556
2022-07-12,7.502461238955057,317.39817309124766
2022-07-14,7.881239423822074,366.7898472394207
2022-07-16,8.03511396211966,356.9879678707917
2022-07-18,7.85027509543241,337.84564016990697
2022-07-20,7.91404771508397,357.1018310925417
2022-07-22,7.7128057072403875,350.01694217614306
2022-07-24,7.450774262039223,302.42145946612436
2022-07-26,7.423381932324871,266.24404353234667
2022-07-28,7.738262306580163,336.81448503370495
2022-07-30,7.611203178840502,341.84356923325714
2022-08-01,7.636018639007784,392.9009119482977
2022-08-03,7.763793078161586,311.82918130094333
2022-08-05,7.86554287393608,313.0247899316685
2022-08-07,7.555291448742565,367.67804295506585
2022-08-09,7.705873437714829,346.4353527486316
2022-08-11,7.999685683224935,273.8515678799099
2022-08-13,7.611911823723681,364.28635885292266
2022-08-15,7.903669258831631,275.18511570319686
2022-08-17,7.700495466524538,311.47177022782
2022-08-19,7.85507414473438,403.3492872171594
2022-08-21,7.937804206837318,422.27719301503964
2022-08-23,7.884397345804641,300.6557775638766
2022-08-25,7.909579021088969,336.1063708062473
2022-08-27,7.600466050745694,350.9869332259033
2022-08-29,7.940254036768082,420.5311094060178
2022-08-31,7.645301113561664,329.567274389779
2022-09-02,3.5291392378243405,2132.8948844561596
2022-09-04,2.969289806124397,930.1625264607253
2022-09-06,4.390767786177383,1628.0348169331005
2022-09-08,3.303501700356192,1888.918141190542
2022-09-10,3.9724682264215403,1636.6329393488375
2022-09-12,3.789325452396919,1109.0324096411236
2022-09-14,4.693567698040972,1535.9585339050373
2022-09-16,7.827875186627837,317.78264876177184
2022-09-18,7.972406526143672,393.56805420609055
2022-09-20,7.793290059871819,358.00378435653147
2022-09-22,7.5892253458984555,347.235770377881
2022-09-24,7.944919452150616,330.0500150407633
2022-09-26,7.744444408550834,351.1737570703487
2022-09-28,7.851300518613153,372.04452668402774
2022-09-30,7.702881085728072,399.3166482584705
2022-10-02,8.01985033729194,244.27616493888297
2022-10-04,7.641720357129408,316.01158533224265
2022-10-06,7.722590617640961,355.6458819903153
2022-10-08,7.789322386161484,345.32750766426363
2022-10-10,7.609377731693844,365.4170820038241
2022-10-12,7.822783010045026,359.9836437478172
2022-10-14,8.014991652377011,337.08731778301876
2022-10-16,7.699635756652831,328.207904463268
2022-10-18,7.832476503611646,339.461972713335
2022-10-20,7.3607897728511045,395.23172629566477
2022-10-22,7.767365700684161,320.0017149865265
2022-10-24,7.726248737867957,346.7697633769968
2022-10-26,7.650430440395329,356.6157208626919
2022-10-28,7.935422651201167,411.6960694977334
2022-10-30,7.7242685285133135,337.2697019733025
2022-11-01,7.673378376935961,358.3522662404385
2022-11-03,7.643421068781638,369.27917613060094
2022-11-05,7.412477619235238,317.44982940037414
2022-11-07,7.530202033988455,311.5712408369296
2022-11-09,7.844164022918032,306.8378531180714
2022-11-11,7.383507402968004,309.76707463029675
2022-11-13,7.585052697557644,354.16959442307336
2022-11-15,7.640041991556535,329.2403990902206
2022-11-17,7.961543280093734,329.41158836679483
2022-11-19,7.815290564824455,274.99105958480664
2022-11-21,7.616424420942034,281.3003969049907
2022-11-23,7.895677054567332,405.73787299107926
2022-11-25,7.588922626924831,312.88697098845245
2022-11-27,7.8513649705601,289.0091201768656
2022-11-29,7.496168413111547,377.24396662357196
2022-12-01,7.760988674768373,291.27234194734206
2022-12-03,7.5390799531793515,303.12619667458085
2022-12-05,7.445724363858809,274.47811698873863
2022-12-07,7.5674284580385525,267.2530763769278
2022-12-09,7.641601626958032,273.21654510010836
2022-12-11,7.525787735421143,224.69047318805494
2022-12-13,7.683093025899298,276.4829036232041
2022-12-15,7.5125509174503895,291.8413230817047
2022-12-17,7.693055859089704,354.0185293537502
2022-12-19,7.6663333093054895,283.4399626002086
2022-12-21,7.590861541793809,186.6329183115878
2022-12-23,7.533792653145107,276.2405826886151
2022-12-25,7.62273111936479,389.58016532433226
2022-12-27,7.6825380614550545,314.6546493994016
2022-12-29,7.909269872909741,247.56444224765644
2022-12-31,7.740913063269727,303.64426057722227
2023-01-02,7.646398492472376,290.3194630044104
2023-01-04,7.963276829229042,265.8476992181257
2023-01-06,7.577393771515177,306.06522547063713
2023-01-08,7.572696526696755,323.66105756955443
2023-01-10,7.605602261148248,245.11377990266416
2023-01-12,7.348655103361762,274.0336283784546
2023-01-14,7.4334147545371865,320.4134225272942
2023-01-16,7.42407460999615,303.67307296044186
